Date,Open,High,Low,Close,Volume
2025-02-05,82.34,84.82,81.85,84.76,344647.0
2025-02-06,84.985,86.13,84.23,86.015,345584.0
2025-02-07,86.135,87.18,82.375,82.72,446764.0
2025-02-10,84.75,86.2,84.51,85.53,314735.0
2025-02-11,84.1,85.915,84.02,84.99,258551.0
2025-02-12,82.28,85.595,82.15,85.19,382647.0
2025-02-13,85.94,88.955,85.6,88.815,397726.0
2025-02-14,88.78,90.16,88.6,89.83,339000.0
2025-02-18,90.64,90.72,88.775,90.34,246477.0
2025-02-19,90.0,91.12,88.93,90.49,373525.0
2025-02-20,89.97,90.15,86.9,89.2,381408.0
2025-02-21,89.79,89.79,83.47,83.79,775421.0
2025-02-24,84.49,85.0,80.515,80.635,645695.0
2025-02-25,80.29,80.38,75.82,77.565,1183276.0
2025-02-26,78.57,80.43,76.71,78.04,837607.0
2025-02-27,79.745,80.15,71.48,71.6,1147681.0
2025-02-28,71.425,75.165,70.105,74.8,874003.0
2025-03-03,76.26,77.04,68.45,70.11,849733.0
2025-03-04,68.52,72.765,66.04,69.265,1253911.0
2025-03-05,69.42,72.635,67.5,72.03,737175.0
2025-03-06,68.385,70.48,65.18,66.03,876338.0
2025-03-07,65.56,68.0,62.89,67.46,1090323.0
2025-03-11,59.4,61.83,57.395,59.23,1516836.0
2025-03-12,61.94,62.625,59.165,61.02,1529641.0
2025-03-13,60.82,60.82,57.04,57.78,1266126.0
2025-03-14,59.695,62.23,59.53,61.77,1281209.0
2025-03-17,61.88,64.27,61.18,63.07,979561.0
2025-03-18,61.76,61.76,59.01,60.16,1241432.0
2025-03-19,60.68,63.9,59.95,62.18,979247.0
2025-03-20,60.635,63.63,60.43,61.59,842069.0
2025-03-21,59.48,62.41,59.09,62.13,797992.0
2025-03-24,65.07,66.49,64.825,66.19,783503.0
2025-03-25,66.49,67.43,66.1,67.43,739972.0
2025-03-26,66.64,66.96,62.77,63.4,1086298.0
2025-03-27,62.56,64.18,61.75,62.36,1054454.0
2025-03-28,61.51,61.8,56.98,57.22,1445752.0
2025-03-31,54.73,57.625,53.055,56.89,1258221.0
2025-04-01,56.66,58.99,55.62,58.61,1271644.0
2025-04-02,56.22,61.19,56.09,59.95,1609271.0
2025-04-03,52.37,53.81,50.115,50.27,2129137.0
2025-04-04,46.045,46.76,41.035,41.09,2628165.0
2025-04-07,36.6,46.83,35.0,41.16,4027971.0
2025-04-08,45.39,46.8,37.155,38.96,2453093.0
2025-04-09,39.2,53.4,38.73,52.68,2892935.0
2025-04-10,48.68,49.34,41.58,46.16,2630902.0
2025-04-11,45.83,49.05,44.63,48.59,1682224.0
2025-04-14,51.885,52.02,48.08,49.53,983161.0
2025-04-15,49.885,51.2,49.2,49.71,998575.0
2025-04-16,46.83,48.0,43.16,45.32,1754371.0
2025-04-17,46.14,46.25,44.35,45.16,902553.0
2025-04-21,43.39,43.6,40.24,41.79,1127686.0
2025-04-22,43.47,45.98,43.11,45.05,1232040.0
2025-04-23,49.25,50.79,47.63,48.15,1032469.0
2025-04-24,48.72,52.275,48.59,52.16,1229455.0
2025-04-25,52.09,54.06,51.48,53.99,1036959.0
2025-04-28,54.035,54.635,51.65,53.84,937798.0
2025-04-29,53.03,55.17,52.83,54.87,856777.0
2025-04-30,51.85,55.39,50.33,54.91,1244823.0
2025-05-01,57.605,58.875,56.665,56.79,1104013.0
