Date,Open,High,Low,Close,Volume
2015-04-24,187012,187818,184420,185261,950.75
2015-04-27,183026,187657,181981,186461,570.623
2015-04-28,186139,192277,185100,187657,745.052
2015-04-29,190848,194204,187495,191091,1022.13
2015-04-30,194355,203051,192048,200197,999.144
2015-05-01,197640,197869,191886,192126,845.688
2015-05-04,190286,191564,187735,191325,734.613
2015-05-05,193560,200826,192438,200441,908.225
2015-05-06,199729,208749,197869,204671,964.027
2015-05-07,204984,205208,199319,200910,592.607
2015-05-08,194677,195716,192203,193632,723.549
2015-05-11,193243,196116,192048,195789,597.61
2015-05-12,199407,203679,195478,198595,831.593
2015-05-13,195873,198108,192764,197229,632.678
2015-05-14,192360,194593,188057,188608,894.226
2015-05-15,187012,189890,186218,188295,451.178
2015-05-18,189408,189813,184938,186218,403.554
2015-05-19,185421,187568,184543,186784,477.636
2015-05-20,186378,189252,183026,186300,481.676
2015-05-21,187334,188135,182631,183188,395.809
2015-05-22,184139,184304,181981,183904,421.737
2015-05-26,185100,192360,184304,190364,999.673
2015-05-27,188608,189730,180469,180953,1228.89
2015-05-28,182149,183904,180792,182149,561.531
2015-05-29,182786,186699,181820,185421,1072.79
2015-06-01,182548,188177,182064,183743,871.424
2015-06-02,185817,188295,182631,185499,860.504
2015-06-03,182548,185017,181591,183904,785.942
2015-06-04,186618,189574,183348,187818,867.528
2015-06-05,188690,192688,187174,189095,636.719
2015-06-08,189574,196033,189095,195005,538.056
2015-06-09,196356,200356,193878,195873,578.945
2015-06-10,194043,194677,186218,188057,486.776
2015-06-11,185900,188135,184543,187012,555.566
2015-06-12,190052,192438,188930,191564,557.683
2015-06-15,195956,199235,193632,194276,1286.95
2015-06-16,195311,195395,190446,191564,589.672
2015-06-17,190525,193326,187978,189730,696.514
2015-06-18,187978,188057,180635,181981,1224.51
2015-06-19,181186,184543,180869,184543,618.536
2015-06-22,179752,181435,178473,180313,552.632
2015-06-23,179523,181904,179191,179601,517.515
2015-06-24,180229,182548,178084,182386,533.822
2015-06-25,180229,184383,179752,183587,689.635
2015-06-26,183587,189174,182469,186939,1138.84
2015-06-29,193487,200685,190214,200124,1194.45
2015-06-30,195873,200197,194636,197869,1089.19
2015-07-01,192438,196356,191252,193715,749.43
2015-07-02,191886,195160,191482,193160,695.696
2015-07-06,197390,198274,191482,194522,863.198
2015-07-07,194043,204901,192764,193160,1297.97
2015-07-08,197640,204510,196755,203534,1120.75
2015-07-09,195160,203939,194677,203939,950.798
2015-07-10,195634,197869,192126,194522,855.742
2015-07-13,189252,189329,183665,184221,950.461
2015-07-14,183587,183665,179028,180552,567.063
2015-07-15,179523,181514,177838,179991,741.348
2015-07-16,175516,176566,172253,172488,1022.81
2015-07-17,168257,168897,164753,164900,995.824
2015-07-20,163865,165144,161156,162987,1047
2015-07-21,162831,164675,162031,163464,750.199
2015-07-22,170892,170892,166422,168579,809.561
2015-07-23,168184,171930,166666,170658,633.111
2015-07-24,167784,176405,167628,175683,857.859
